def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
def(_WIN32),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(WIN32),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG_TRACE),
True,
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL),
