def(WSDEBUG_SENSE),
True,
!def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_CLIPBOARD),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
!def(FEAT_EMACS_TAGS),
def(FEAT_TERMRESPONSE),
!def(FEAT_MBYTE),
!def(PROTO),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(PROTO),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(FEAT_EMACS_TAGS),
