!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(NBDEBUG),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(MAIN),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(WIN32),
def(DEBUG),
def(WSDEBUG),
