def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(DEBUG),
def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
