def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WIN32),
def(WSDEBUG_SENSE),
def(_WIN32),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(__MINT__),
def(FEAT_BEVAL),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
