def(FEAT_RIGHTLEFT),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(RISCOS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
True,
def(FEAT_FKMAP),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(PROTO),
!def(EBCDIC),
def(FEAT_GUI_W32),
def(EBCDIC),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(RISCOS),
