def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(WSDEBUG),
def(PROTO),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(PROTO),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
