def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(PROTO),
def(MCH_WRITE_DUMP),
True,
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(NBDEBUG),
