def(FEAT_GUI_W32),
def(__BORLANDC__),
def(DEBUG),
!def(NO_CONSOLE),
def(NBDEBUG),
True,
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(PROTO),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
