def(__MINT__),
def(WIN32),
def(MAIN),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
def(FEAT_GUI_W32),
def(_WIN32),
def(PROTO),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_FLOAT),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG_SENSE),
