!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
True,
def(FEAT_MBYTE),
!def(PROTO),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(RISCOS),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(RISCOS),
!def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(PROTO),
