def(MAIN),
True,
def(WIN32),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_TRACE)),
def(FEAT_TERMRESPONSE),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(UNIX),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
!def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_SENSE)),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
def(ABORT_ON_INTERNAL_ERROR),
def(WSDEBUG),
!def(FEAT_PROFILE),
def(DEBUG),
def(PROTO),
def(UNIX),
def(FEAT_GUI_W32),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
