def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(DEBUG),
def(_WIN32),
def(PROTO),
def(WIN32),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(__MINT__),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_PROFILE),
def(FEAT_GUI),
True,
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
