def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG),
!def(FEAT_GUI_W32),
True,
!def(NO_CONSOLE),
def(FEAT_GUI),
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(DEBUG),
