!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(NBDEBUG),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
True,
def(DEBUG),
def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
