def(MCH_WRITE_DUMP),
!def(PROTO),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(DEBUG),
def(WSDEBUG_SENSE),
True,
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
