def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(DEBUG),
def(WSDEBUG),
True,
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
