def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(WIN32),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(_WIN32),
True,
def(__MINT__),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
!def(FEAT_GUI_W32),
