def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(DEBUG),
def(NBDEBUG),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(PROTO),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
