def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(PROTO),
True,
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
