!def(PROTO),
def(PROTO),
def(FEAT_MBYTE),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(DEBUG),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(__BORLANDC__),
True,
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
