def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(DEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
True,
def(LESSTIF_VERSION),
def(WSDEBUG),
!def(PROTO),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
