def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WSDEBUG),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
True,
