def(FEAT_PROFILE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
def(WSDEBUG),
def(FEAT_GUI),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(_WIN32),
!def(FEAT_PROFILE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
!def(FEAT_GUI_GTK),
