def(NBDEBUG),
!def(FEAT_BEVAL),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_EMACS_TAGS),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(FEAT_EMACS_TAGS),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
