def(INET_SOCKETS),
True,
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_PROFILE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
def(WSDEBUG_SENSE),
def(DEBUG),
def(WIN32),
def(FEAT_BEVAL_GUI),
!def(INET_SOCKETS),
