!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(MAIN),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(__BORLANDC__),
True,
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
!def(PROTO),
