def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(WIN32),
def(INET_SOCKETS),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(_WIN32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(MAIN),
def(DEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_JOB_CHANNEL),
True,
def(PROTO),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
