def(FEAT_TOOLBAR),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(NBDEBUG),
def(MAIN),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
