def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
True,
def(WIN32),
def(_WIN32),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
!def(FEAT_GUI_W32),
def(DEBUG),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_GUI),
def(MAIN),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
