def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
True,
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(PROTO),
def(__BORLANDC__),
!def(INET_SOCKETS),
