def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
!def(PROTO),
!def(FEAT_EMACS_TAGS),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG),
def(DEBUG),
def(FEAT_EMACS_TAGS),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(PROTO),
