def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
!def(PROTO),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
True,
def(WSDEBUG_SENSE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
