!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
!def(PROTO),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(NBDEBUG),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
True,
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
