def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
True,
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(_WIN32),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
