def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
True,
def(FEAT_GUI),
!def(PROTO),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
!def(RISCOS),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(INET_SOCKETS),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(RISCOS),
def(DEBUG),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
