def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(INET_SOCKETS),
True,
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(LESSTIF_VERSION),
