def(WSDEBUG_SENSE),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(MAIN),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(_WIN32),
def(FEAT_PROFILE),
def(PROTO),
def(JUMPLIST_ROTATE),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
True,
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
