def(WSDEBUG),
def(FEAT_BEVAL),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
True,
def(DEBUG),
def(MAIN),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(WSDEBUG_SENSE),
def(__MINT__),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
