!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
True,
def(WSDEBUG),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(PROTO),
def(LESSTIF_VERSION),
