def(FEAT_GUI),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
True,
def(FEAT_MBYTE),
!def(PROTO),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
