def(FEAT_TOOLBAR),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(WIN32),
def(WSDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_BEVAL),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
True,
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
