!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
True,
def(WSDEBUG),
def(PROTO),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_PROFILE),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
