def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(MAIN),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(INET_SOCKETS),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
True,
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_JOB_CHANNEL),
