def(WSDEBUG_TRACE),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(WIN32),
def(PROTO),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
def(FEAT_TOOLBAR),
True,
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
