def(FEAT_PROFILE),
def(DEBUG),
def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(WIN32),
def(__MINT__),
def(NBDEBUG),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
True,
