def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_EMACS_TAGS),
True,
def(FEAT_EMACS_TAGS),
def(FEAT_GUI_GTK),
