!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
True,
!def(NO_CONSOLE),
def(NBDEBUG),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
