def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(_WIN32),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
True,
def(FEAT_GUI_W32),
def(MAIN),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
def(__MINT__),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(PROTO),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(DEBUG),
