def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
True,
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_GTK),
def(WIN32),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(MAIN),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__MINT__),
def(PROTO),
def(NBDEBUG),
