def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(RISCOS),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(WSDEBUG),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(RISCOS),
def(DEBUG),
!def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
