def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
!def(FEAT_MBYTE),
def(FEAT_GUI),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
!def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(PROTO),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(RISCOS),
def(FEAT_MBYTE),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(PROTO),
def(WSDEBUG_TRACE),
