def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(LESSTIF_VERSION),
!def(FEAT_RIGHTLEFT),
True,
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(DEBUG),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(PROTO),
