!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(NBDEBUG),
