def(__BORLANDC__),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
True,
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
