def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
!def(EBCDIC),
def(__BORLANDC__),
!def(FEAT_MBYTE),
def(PROTO),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(RISCOS),
def(FEAT_GUI_GTK),
def(RISCOS),
def(EBCDIC),
def(NBDEBUG),
!def(PROTO),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
