def(LESSTIF_VERSION),
def(MAIN),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
