def(WSDEBUG_TRACE),
def(PROTO),
def(WSDEBUG),
True,
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(DEBUG),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(FEAT_GUI_W32),
