def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(CHANNEL_PIPES),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
!def(PROTO),
True,
def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(INET_SOCKETS),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(DEBUG),
def(MAIN),
def(PROTO),
