def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WSDEBUG),
!def(INET_SOCKETS),
def(PROTO),
def(FEAT_GUI_GTK),
True,
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
