def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(DEBUG),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(_WIN32),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(WIN32),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(MAIN),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
