def(FEAT_CLIPBOARD),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(FEAT_FKMAP),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(WSDEBUG),
!def(PROTO),
def(WSDEBUG_TRACE),
True,
def(DEBUG),
def(PROTO),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
