!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
!def(PROTO),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
True,
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(PROTO),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
