def(FEAT_GUI_GTK),
def(__BORLANDC__),
True,
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(PROTO),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
